KEY,Spanish
CREATURE_STORY_40,"Un caballero que sirvió a la República de Gray hace 100 años y un admirador de Jane Gray. Theo fue el primer caballero de la República y el portador del Relámpago Legios. Durante la batalla de Duchy contra el ejército de demonios, hubieron disturbios en la Fortaleza de la montaña cuando se robó su sello. A pedido de Jane, Theo se desplazó a contenerlos. En su ausencia, los poderosos oficiales demonio atacaron el palacio real. Theo volvió a luchar con ellos a pesar de su terrible lesión, pero fue incapaz de derrotarlos por sí solo. Cuando se terminó la batalla, sostuvo el cuerpo de la princesa en sus brazos y gritó desde las ruinas del palacio. De repente, una entidad misteriosa le ofreció una oportunidad para defender a su princesa por toda la eternidad. Cuando lo aceptó, entró en un sueño profundo."
CREATURE_STORY_41,"Una practicante de las artes médicas desarrolladas cuando los clérigos tenían pocas provisiones. Heredó su talento médico natural de su padre, pero su sed por conocimiento cruzó la línea cuando comenzó a investigar con veneno. Como resultado, fue excomulgada de la sociedad médica, pero su entusiasmo por la investigación prácticamente no se vio afectado. Sin embargo, su básico respeto por la vida evitó que alcanzara cualquier resultado experimental en su investigación con veneno. Cuando aparecieron los demonios, se alegró al encontrar sujetos de prueba raros y valiosos."
CREATURE_STORY_42,"Hace mucho tiempo fue un mecánico del palacio real de Orvelia. Sin embargo, fue maldecido por la criatura mítica Redpur y se convirtió en un Redpur él mismo. Desde su transformación, ha estado viviendo por tanto tiempo que se olvidó de su propia edad. Cuando era un humano, inventó el primer reloj portátil, pero nadie en Orvelia vio su valor verdadero. Para dar a su invención el reconocimiento que merece, se dirigió al imperio. En su trayecto, fue maldecido por un grupo de Redpurs que lo confundieron con un cazador furtivo. La maldición también afecto al su reloj, dándole poderes mágicos para controlar el flujo del tiempo en un cuerpo viviente. El propio tiempo de Oddy también se detuvo."
CREATURE_STORY_43,"Una inconformista entre los demonios quien busca incrementar su propio poder devorando a otros demonios poderosos. Encarna el peor significado posible de la palabra demonio. Cruzó la grieta dimensional para buscar y devorar los demonios que viajaron al reino terrenal. Colocó un límite en su propio poder y tomó la forma de una niña enfermiza para humillar aún más a sus víctimas. Ella detesta a los debiluchos que se hacen a los fuertes. Por otro lado, respeta a quienes reconocen sus propias debilidades y arriesgan sus vidas en búsqueda de fuerza."
CREATURE_STORY_44,"Una antigua oficial de las fuerzas armada de Orvelia. Después de un fallido intento de revelar la corrupción de líderes militares, fue retirada de su cargo. Con el fin de ocultar su corrupción, los líderes militares constantemente enviaban asesinos para eliminarla. La larga y solitaria pelea estaba comenzando a afectarla, física y mentalmente. Un día, la familia aristócrata von Daphnel le ofreció protección a cambio de sus servicios. Aceptó, y ha estado trabajando como la doncella de Aisha en la Torre del sabio desde entonces. Hasta ahora, realiza sus tareas fielmente como una doncella protectora. Sin embargo, ella envía todos sus pagos a un destinatario no revelado."
CREATURE_STORY_45,"Una guerrera bárbara que se especializa en lidiar con monstruos que amenazan a las personas. Gracias a un único atributo físico, su fortaleza muscular es muchas veces más fuerte que la de un guerrero bárbaro normal. Ella porta un gran arco más grande que su propio cuerpo con tal facilidad que las personas le llaman un arma de asedio andante. A pesar que es una mujer de corazón bondadoso que disfruta ayudando a los demás, una vez que entra en combate, su agresividad bárbara emerge a la superficie. Una vez mató a un dragón llamado Svelta, una hazaña que le otorgó el apodo de Cazadora de dragones."
CREATURE_STORY_46,"Un príncipe y heredero del rey dios del antiguo reino del desierto que tiene el poder para controlar la arena del desierto. \nComo el joven líder de la tribu Mauhata de guerreros del desierto, fue entrenado y formado para convertirse en el digno heredero del gran rey. \nCuando los miembros de la tribu Trovatia, sus fieles hermanos, rezaban en el Templo de la corriente para despertar a la diosa dragón, él estuvo al frente de los guerreros que eliminaron a todos los demonios que se acercaban al oasis. \nCon la ayuda de la diosa dragón y de Laudia, su clériga, cumple su rol como guerrero del desierto en defensa de su hogar. \nAnhela que sus esfuerzos hagan sentir orgulloso al difunto rey dios."
CREATURE_STORY_47,"Si alguien preguntara quién es la sastre más famosa del continente Orbis,\nla mayoría de las personas no sabrían a quién nombrar.\nSin embargo, aquellos que saben algo sobre vestimenta\ndirán sin duda el nombre de Yuria.\nYuria, una sastre de Penteonia,\nsiempre establece dos condiciones antes de aceptar encargos.\nPrimero, debe pasar algo de tiempo con el cliente\npara inspirarse sobre el tipo de prenda que creará.\nSegundo, mientras está con el cliente,\neste no debe mentir ni hacer de cuenta que es alguien que no es.\nLa primera condición sirve para ayudar a su sentido de «profecía»\ny sentir el hilo del destino del cliente para poder expresarlo con su aguja.\nLa segunda condición se debe principalmente a que puede detectar la verdad y aborrece las mentiras.\nNo quiere crear nada para alguien que no sea honesto.\nSus obras maestras, hechas con el destino que ella percibió son tan valiosas como la luz de las estrellas.\nCualquier noble moriría por tener una.\n"
CREATURE_STORY_48,"Artesana y dueña del taller de instrumentos 'Aselerando' que se encuentra en la capital del imperio.\nTiene una buena reputación con sus clientes por su carácter energético, sus expresiones amables, y respuestas sinceras.\nAunque es solo una artesana común y corriente que es admirable por las habilidades de elaboración que tiene a pesar de su edad...\nLa verdad, ella es un miembro de la Resistencia.\nSu trabajo principal es recolectar información y administrar contactos, por lo cual viaja por el imperio haciendola de mercade y entrega mensajes.\nPor su minuciosidad en tiempo y secretos, sus compañeros confían mucho en ella.\nAdemás, el cuarto trasero del taller es una de las bases de la Resistencia y es usado como un cuarto donde se intercambia información entre los miembros de la Resistencias reunidos de diferentes partes."
CREATURE_STORY_49,"Una astróloga que viaja con una tropa errante llamada 'Polvo de estrellas'. Como miembro de la Asociación de Brujas, se supone que vive en una ubicación designada y lee el flujo del destino como parte de su práctica. Sin embargo, actualmente está viajando en búsqueda de un hombre con un destino particular que conoció en un sueño. Cree que el hombre de sus sueños clarividentes está destinado a ser el salvador del mundo. Su prioridad actual es encontrar al hombre y quedarse a su lado. Si se le pregunta cuál es su segunda meta...Se sonroja y pierde cualquier rastro de su calma habitual al hablar de su futuro con el hombre del destino."
CREATURE_STORY_50,"Una curiosa comerciante que vende todo tipo de veneno conocido por el hombre. Es la hija de dos alquimistas errantes que viajaron a través de una nación lejana. Los demás comerciantes la llaman 'comerciante de la muerte', pero ella opina distinto. Afirma que ningún veneno es inherentemente maligno, y que la forma en que se lo utiliza determina su naturaleza. Como una verdadera comerciante, cree que cualquier herramienta es igual de buena o maligna como la persona que la utiliza. Desde la reaparición de los demonios, ha estado viajando por el mundo en busca del veneno adecuado para combatir contra los invasores."
CREATURE_STORY_51,"Una poderosa ángel que defiende el refugio de ángeles. Incluso entre los ángeles que sostienen el poder de la luz, tiene una conexión especial con el sol, y utiliza su divina luz para luchar contra la obscuridad. Se le delegó la protección de las almas de otros ángeles que esperan la resurrección. Cuando la sagrada espada reapareció en el mundo, acató la divina llamada de unirse al nuevo protector del mundo. Se asegurará de que ningún guerrero escogido jamás sucumbirá a la obscuridad otra vez."
CREATURE_STORY_52,"Alias: Hound. Un cazarrecompensas conocido como el sabueso del infierno. Se dice que nadie logra escapar de este oficial de la Marina imperial una vez que los convierte en su blanco. El único consuelo para los criminales es que las recompensas no son la única motivación de este hombre. Si bien existen muchas teorías, la más convincente sugiere que está buscando venganza. Dicen que, en algunos momentos, este hombre sin corazón parecería demostrar emociones. Es cuando toma un antiguo dije que nadie ha visto realmente."
CREATURE_STORY_53,"Una poderosa demonio que solía ser una de los oficiales al servicio del señor oscuro Angmund. Es capaz de conservar todas las maldiciones del mundo, pero su verdadero objetivo no es la resurrección del señor oscuro ni la dominación mundial. Todo lo que ocurre en el mundo es parte de una obra dramática, y ella se considera la espectadora. Sus acciones se asemejan a las de una guionista que revisa el argumento, maneja los hilos desde las sombras y espera con ansias para ver cómo se desarrollan las escenas que ella escribió."
CREATURE_STORY_54,"Una espectro nada convencional.\nQuienes la ven piensan que solo es el fantasma de una joven, pero no es una entidad espectral individual: es la amalgama de innumerables almas.\nCon la energía espectral que domina, tiene el poder suficiente para hacer temblar las almas y lanzar hechizos a voluntad.\n\nClaro, si fuera un fantasma común y corriente.\n\nAlgunos sostienen que es una fantasma nacida de la amalgama de las almas juveniles que murieron en la Guerra de los Demonios hace 100 años, pero las almas de los niños, de igual manera que cuando están con vida, son demasiado puras e inocentes como para guardar rencores.\nComo Lavril nació de estas, es una entidad con una mente amable.\nSin embargo, no hay que olvidar la naturaleza de su existencia:\nla amalgama de niños fantasma.\nUn niño es como una hoja en blanco y el niño será lo que se dibuje en ella.\nSin alguien que la guíe, podría ser una amenaza terrible para el mundo."
CREATURE_STORY_55,"Es la 101.ª heredera de los ShadowHilt y la hermana de Erze.\nLas personas la consideran cruel por su forma de ser poco amistosa, pero ella solía tener una actitud mucho más alegre cuando estaba junto a su adorada hermana, Erze. Seria siempre sintió pena por su frágil hermana y la sobreprotegía, sin percatarse de que la estaba poniendo en un riesgo mucho mayor.\nUn día, durante una misión, Erze cayó en una trampa. Si bien logró sobrevivir, su enfermedad empeoró gravemente. Mientras tanto, Seria había sido enviada a la Montaña nevada Tierra del viento para seguir el rastro de la princesa vampira.\nPudo observar brevemente lo que le ocurría a su hermana, pero decidió marcharse para cumplir con la misión, que tenía mayor prioridad, rogando estar equivocada.\nSin embargo, la desgracia cayó sobre las hermanas casi como burlándose de las plegarias de Seria.\n«¡Oh, mi querida hermana, Seria!»\nAl volver, Seria encontró los cadáveres de sus compañeros en el suelo, fríos como el hielo.\nErze la recibió con dos afilados colmillos y sedienta de sangre.\nSeria se vio invadida de un torbellino de sentimientos.\nA pesar de que tenía el corazón destrozado, habló en un tono frío y tranquilo.\n«Tú... ya no eres mi hermanita. Eres un asqueroso monstruo chupasangre»."
CREATURE_STORY_56,"Nacida segunda en la familia ShadowHilt, Erze también eligió dedicarse a cazar vampiros como su querida hermana Seria. Debido a su complexión frágil, nunca pudo aprender a luchar con espadas, pero sí ganó reconocimiento como cazadora gracias a sus talentos con la magia. Un día, durante un operativo, cayó en una trampa y un misterioso vampiro la mordió en el hombro.\nSu condición física, de por sí débil, fue empeorando, y comenzó a sufrir dolores de cabeza frecuentes y una sed intensa todas las noches. Erze sabía lo que esto significaba y lo que le iba a ocurrir. Ocultó la mordida y trató de encontrar la cura por su cuenta, lo que causó que se distanciara de sus compañeros.\nMientras tanto, Seria había sido enviada a la Montaña nevada Tierra del viento para investigar la desaparición de la princesa vampira 100 años atrás.\nEl día que su hermana se fue...\n“Oh, Seria... Ya no puedo controlarlo...”\nErze comenzó a degollar a sus compañeros calmada y sigilosamente."
CREATURE_STORY_57,"Una diosa dragón del oasis y hermana de la clériga del agua, Laias. Todavía es un dragón azul joven que adora a su hermana mucho mayor. \nCuando Laias cayó en un sueño profundo después de agotar sus poderes en la batalla de hace 100 años, Lilia defendió el Templo de la corriente sola.\nCuando escuchó las plegarias desesperadas de los niños del desierto, finalmente despertó a la clériga del agua para que los protegiera. \nA diferencia de su hermana tranquila y reflexiva, ella es un poco estricta, y la forma en que controla el poder de la corriente y del agua también es algo agresiva. \nElla siente la necesidad de proteger a su hermana de los hombres que la cortejan, pero que no la merecen."
CREATURE_STORY_58,"Los Trovatias son una tribu nómade del Desierto de Aegina que heredaron la tradición y la religión del antiguo reino del desierto. \nLaudia es la hija del líder de la tribu y sirve a la clériga del agua, Laias. Además, se encarga de cuidar a la tribu en nombre de su anciano padre. \nCuando rezó para pedir ayuda, la diosa dragón Laias y su hermana Lilia despertaron de su largo sueño y cobijaron a Laudia y a su tribu dentro del templo para protegerlos. \nDesde ese momento, Laudia ha estado derrotando demonios junto con Zafir, el líder de la tribu Mauhata de los guerreros del desierto."
CREATURE_STORY_59,"Lucias fue miembro de los caballeros sagrados de Lua antes de despertar como Santo de las bendiciones.\nBajo el comando de la leyenda viva, Ricardo, él protegió a Orvel y a los pueblos cercanos de los demonios.\nSin embargo, el estigma comenzó a aparecer en su cuerpo cuando tenía 19 años y con el llamado de Lura, el caballero sagrado se convirtió en el Santo de las bendiciones.\nSu misión es viajar alrededor del mundo y llevar la luz de Lua a aquellos que la necesitan.\nSe mantuvo fiel a sus deberes y recorrió el mundo para compartir sus bendiciones.\nAhora, sostiene un arma en su mano nuevamente para defender el poder de la oscuridad que ha crecido en fuerza durante los últimos 100 años."
CREATURE_STORY_60,"La comandante de Velchia, los caballeros mágicos orgullosos del imperio y la inquisidora trabajan directamente bajo las órdenes del emperador.\nSu tarea consiste en eliminar la corrupción, los rebeldes y todo lo demás que amenace al imperio.\nLas personas del imperio la idolatran y la consideran una heroína,\nun título que jamás le ha gustado aceptar.\nComo hija de la familia Van Nosenhill y como soldado del imperio, todo lo que le importa es cumplir con su deber."
