KEY,ChineseSimplified
GETHERO_DESC_27,我是奥勒贝利亚皇家大书库的书记官，\n使用纹样治愈我军，清除对敌人有益的魔法。
GETHERO_DESC_28,皇帝的直属菁英护卫骑士团的副骑士团长。\n他施展的迅捷剑术连魔法都能切穿，\n可优先击倒强悍的敌人。
GETHERO_DESC_29,携带和自己身体一样巨大的弹弓的谜样孩子。巨大弹弓发射的子弹会随着距离越远越强。
GETHERO_DESC_30,守护埃伊纳沙漠绿洲的水之圣女。她是已经生存漫长岁月的慈祥水龙，她操控的水之力具备强大的治愈力量。
GETHERO_DESC_31,为了处决在地上引起混乱的魔族而降临的高阶天堂神族。在空中使用光之箭消灭敌人。
GETHERO_DESC_32,100年前和英雄共同对抗魔族的吸血鬼公主。虽然是不死之身，但目前在慢慢回复过去战争时消耗的力量，操控鲜血与其随从的力量攻击敌人。
GETHERO_DESC_33,异色瞳的神秘空间术师。撕裂空间召唤的无数支剑攻击敌人。
GETHERO_DESC_34,梦想一般人也能使用魔法的天才魔导工学者。操控亲手制作的魔导生命体攻击敌人。
GETHERO_DESC_35,也被称为银色狂曲。是个对任何事都漫不经心的男子，也毫无责任感可言。开始战斗后就会化身为任何人不敢侵犯的银狼驰骋战场。
GETHERO_DESC_36,长期守护人类世界不被魔族威胁的勇猛英雄，利用蕴含女神祝福的柱子歼灭敌人。
GETHERO_DESC_37,狞笑面具团最顶尖的刺客，和罗伊同一时期加入组织。在组织中扮演「清道夫」的角色，专门负责处理叛徒。利用任何人都察觉不到的技巧奇袭消灭敌人。
GETHERO_DESC_38,高阶魔族与人类的混血，诅咒自己的存在。使用流着强大魔族之血的右手撕裂敌人。
GETHERO_DESC_39,金砖的女主人，性感且深具魅力，给人蛇蝎美人的印象。总是以妩媚的姿态鼓舞着同伴。
GETHERO_DESC_40,现在已消失的克莱儿公国首席骑士，为了寻找消失的主人珍而在世界各地流浪。若是眼前出现魔族，他那充满可怕力量的双长矛会毫不留情地发动攻击。
GETHERO_DESC_41,牧师不足的那段时期，他继承了能治疗他人的医疗术。巨大的注射器中发射注射药能治愈或增强友军，或者削弱敌人。
GETHERO_DESC_42,受灵物赤绒族的诅咒，外观变成和赤绒族一样的钟表匠。透过蕴含魔法的钟表攻击敌人使其麻痹，或者也能让友军的动作变得迅速。
GETHERO_DESC_43,魔族异端份子，她是一个目标为吞噬强悍魔族藉此增强力量的真正恶魔。为了吞噬来到物欲世界的强悍魔族，于是便穿越了次元裂缝来到人间。她背后的刺是为了攻击敌人而存在。
GETHERO_DESC_44,原本是奥勒贝利亚军官的她后来变成贤者之塔称为天才的达芙尼尔‧波恩家族独生女爱纱的专属仆人，使用巨大的长戟迅速粉碎敌人。
GETHERO_DESC_45,专门狩猎欺负弱小的怪物，是在大陆各个地方旅行的野蛮人女战士。她是一个能独自对付萨尔达疯龙的屠龙者，使用连城门都能射穿的大型箭矢击溃敌阵。
GETHERO_DESC_46,拥有上古王室血统的后裔。流着神圣之血的人物，为了守护沙漠挺身而出的孤傲青年。他的弓箭所呼唤的沙尘暴将会埋葬所有敌人。
GETHERO_DESC_47,在大陆漂泊并为各路知名人士做衣服的顶级裁缝，她会感知人的命运并随之移动线和针。星星在她的针上飞舞，光芒在她的线上跃动。
GETHERO_DESC_48,她既是乐器工坊的匠人，也是老板。私底下以反抗军的身分活动，并且主要以联络员的身份来行动，会利用亲自制作的特殊乐器发射超声波来鼓励友军或使敌人陷入混乱。
GETHERO_DESC_49,在大陆各个地方漂泊的表演团体「星尘」专属的占星术师，是魔女协会的一份子，没有和其他人一样进行巡礼，为了寻找梦中的真命天子而踏上旅程。操控自己周围的塔罗牌攻击远距离的敌人。
GETHERO_DESC_50,在大陆各个地方漂泊且贩卖毒物的行脚商。她会使用添加各种毒的风枪削弱敌人。
GETHERO_DESC_51,身为正义的天空骑士，也是消灭邪恶的剑及守护弱者的盾牌。为了击退毁坏物质世界的魔族们，降临到了这片大地。她美丽的剑及盾牌发散出光芒，保护着同伴并消灭敌人。
GETHERO_DESC_52,曾任帝国海军长官，现在则是做着赏金猎人及终结者的工作。不太信任人而且愤世忌俗。他的枪根据不同的用途可以分为三种类型。
GETHERO_DESC_53,身上蕴含三千万种诅咒的高阶魔族。\n只对经历苦痛与苦思后也不愿意屈服且展现强烈意志的人类感兴趣，\n利用堕落之弓与箭矢攻击敌人，施下诅咒折磨对手。
GETHERO_DESC_54,关押无数无辜枉死的智慧生命体的灵魂所造就的幽灵。虽是冤屈与怨愤的结合体，但也不失纯真。利用它们作为幽灵的力量缓缓抽干敌人的生机
GETHERO_DESC_55,狩猎非人类的超自然生物的家族－「雪朵希尔特」的第101位继承人，继同伴惨死在变成吸血鬼的妹妹手下后，为了帮同伴报仇，同时为了尽身为吸血鬼猎人的义务，为了处决最爱的妹妹而一路尾随来到了奥勒贝利亚。
GETHERO_DESC_56,和赛莉亚是姊妹，在过去也曾经是吸血鬼猎人的一员，\n醉心于力量的她最终杀害了分部的所有同僚，选择成为了一名吸血鬼，\n不仅如此，她还杀害了当时咬自己，让自己成为吸血鬼的高层吸血鬼，进而取得他的力量。最后她抛下了唯一的生存者，也就是自己的姐姐－赛莉亚后，移居至奥勒贝利亚。
GETHERO_DESC_57,刚脱离幼龙的蓝龙少女，同时也是水之圣女莱雅丝的妹妹。\n虽然还是不成熟的年幼龙，但若是小看那股力量，下场可能会很惨。利用无止尽的水之力压制对手。
GETHERO_DESC_58,埃伊纳沙漠流浪民族的舞姬。她的舞蹈能让对方的心融化，她锋利的刀会在神不知鬼不觉的状态下夺走敌人的性命。
GETHERO_DESC_59,露亚教的大祭司，同时也是芙莱儿的师兄。具备能让露亚的祝福降临的坚定信仰，只要被他施予祝福的物品都会蕴藏光的力量，在面对恶魔时不失为一项有用的利器。
GETHERO_DESC_60,使用帝国最先进魔导工学武器的魔法骑士团－维尔吉亚骑士团的团长。在她的指挥下，部队以立于不败之地为荣，其中特别擅长歼灭战。她是一名强大的骑士，能利用各种属性的光芒折磨敌人。
GETHERO_DESC_61,操控黑暗闪电的黑龙后裔。\n由于厌恶魔族，特别是恶龙，所以四处讨伐他们。\n使用蕴含黑暗雷电的冲击锥突破敌人的防御。
GETHERO_DESC_62,深爱百姓的奥勒贝利亚的公主。是一位保护弱者，为了正义挥剑的真正骑士。使用让对手的魔力失效的巨剑将敌人劈成两半。
GETHERO_DESC_63,并不隶属贤者之塔，因出众的魔法实力而深受肯定的天才。获得「蓝色」称号的她实际上是仿造人类创造出来的人工生命体，她的水晶球中发射的电击会让目标连灰烬都不剩。
GETHERO_DESC_64,100年前和魔族交战时，从未被攻破的铁壁王国－潘特欧尼亚的公主，她的手杖会绽放出正义之光歼灭敌人。
GETHERO_DESC_65,获得「蓝色」称号的大法师索妮亚的助手兼仆人。只会为了自己的好友兼雇主，情同姊妹的那个人而行动，利用鹰眼与卓越的分析力掌握敌人的弱点，然后投掷匕首攻击。
GETHERO_DESC_66,以神秘的旋律治疗人们的神秘少女，以美丽的嗓音及高贵的魔法竖琴音色治疗人们。
GETHERO_DESC_67,被遗忘的古代文明的工程法师研发的人形机器魔像。\n她的身体是古代技术的结晶，也是魔导工学的巅峰。\n是一个能利用强烈的密集火力歼灭敌人的强大兵器。
GETHERO_DESC_68,率领偏远南部丛林野蛮族的年幼族长。继承了祖先的魔兽之血与石化魔眼，会在束缚敌人后进行乱刀攻击了结敌人。
GETHERO_DESC_69,暗黑赌界中最危险的人物，拥有可洞察他人内心的神秘眼力。在被他投掷出的骰子所迷惑的瞬间，失败已成定局。
GETHERO_DESC_70,极富正义感的少女，总想成为别人的支柱。她不会原谅折磨人类的魔族，只要用她穿着的魔导长靴就足以粉碎敌人。
GETHERO_DESC_71,英雄概念设计比赛当选作品[87CEFA]Mochi00(JPN)[-]\n带著稀有的魔力诞生的兽人族少女。\n年幼时就被魔王军抓走，强制进行了把身体变为水晶的实验。\n得到力量后逃脱的她，利用构成身体的赤色水晶与敌人作战。
GETHERO_DESC_73,失去过往记忆的实验体，开始战斗后就会爆发强大力量的狂战士，\n他同时也是会毫不犹豫地破坏阻挡自己的一切的强大战斗兵器。
GETHERO_DESC_75,是帝国占领的艾蕾塔娜湖附近原住民蜥蜴人们的贤者。为了找回被武力镇压的故乡，参与了8年前反抗军的诞生。会利用部落传统魔法使敌人陷入混沌。
GETHERO_DESC_78,沉默的骑士，闪耀着黑色光芒的剑士，震动山脉的剑。拥有多个名号，活跃在帝国领土上的传奇佣兵。他那巨大的剑可吸收世界上的一切力量，只专注于破坏。
GETHERO_DESC_87,帝国平民出身的女骑士。凭借实力登上首都防卫骑士团副团长的位置，是无数平民向往的对象。发誓要成为守护帝国市民的坚强盾牌，是比任何人都要忠诚的骑士。
GETHERO_DESC_90,在奥勒贝尔王城经营综合商店的少女。充满活力且开朗的模样相当惹人疼爱，有人会不喜欢这样的她吗？会从自己的篮子里取出各种物品协助友军。
GETHERO_DESC_91,称霸首都奥勒贝尔竞技场的男人。大家都害怕站在竞技场顶端的他，且称他为竞技场猛兽。他的拳法能在瞬间粉碎对手。
GETHERO_DESC_92,出身贤者之塔，重新奠定符石魔法公式的天才。目前不仅是奥勒贝尔的财务官，也担任着所有公会的总负责人。她出色的分析能力及符石魔法能束缚住敌人。
GETHERO_DESC_93,把守奥勒贝尔王室的守卫者。若没有经过许可，谁也别想突破他的防守。他的长枪中涌出强大的力量可以使敌人屈服。
GETHERO_DESC_94,身为奥勒贝尔最杰出的厨师之一，不管是高级美食还是平民小吃，没有她不会做的料理。她做的料理既可以治愈身体又能提升勇气。
GETHERO_DESC_95,在囚禁最凶猛怪物的奥勒贝尔的地下监牢中独自担任监狱长的粗鲁女战士。拥有仅次于竞技场猛兽格拉帝的实力，是怪物们恐惧的对象。她的强力铁球能粉碎敌人的骨头与撕裂敌人的肉，让目标变得血肉模糊。
GETHERO_DESC_96,守护着位于艾莉朵拉王国的挑战之塔的精灵公主。对于古代的神器，还有那其中潜藏的力量比任何人都要熟悉。
GETHERO_DESC_97,在公会联合军的指挥控制中心中培养联合军的最年轻的教官，是改造武器和策划战略方面的天才。会利用亲自制作的枪械来彻底地消灭敌人。
GETHERO_DESC_98,古代塞奇雷奈尔王国的伟大新王。他把自己的灵魂牵绊在沙漠上，只要沙漠存在就能保证他永恒不灭。通过念力可自由操纵象征新王权利的环刃攻击敌人。
INN_KASEL_INNIDLE01,虽然休息一下是需要的…但是这样真的好吗？
INN_KASEL_GREETING01,好久不见啊！近来过得好吗？
INN_KASEL_CONVERSATION01,希望世界可以恢复和平。
INN_KASEL_CONVERSATION02,这把剑真重啊。
INN_KASEL_CONVERSATION03,我不相信命运。
INN_KASEL_GIFT01,谢谢你结束了这场战斗，真是帮了个大忙呢！
INN_FREY_INNIDLE01,与光同行的露亚女神啊！请您ㄧ定要保佑我们可以变得更加坚强茁壮！
INN_FREY_GREETING01,露亚女神的祝福永远与我们同在。
INN_FREY_CONVERSATION01,你问我跟凯瑟是什么关系吗？呵呵，他就像家人一样，我就像他的守护者呀。
INN_FREY_CONVERSATION02,不知道艾莉丝她过得好不好…自从离开教堂后就没再看过她了呢。
INN_FREY_CONVERSATION03,呵呵，你不觉得罗伊与克丽欧很般配吗？
INN_FREY_GIFT01,哇！谢谢你！
INN_CLEO_INNIDLE01,啊～真无聊！要是有魔法道具的话就好了。
INN_CLEO_GREETING01,嗨，我的名字叫做克丽欧。是一个大魔法师。
INN_CLEO_CONVERSATION01,想吃烤肉吗？要不要我烤给你吃呀？
INN_CLEO_CONVERSATION02,你想了解火焰魔法吗？嘿嘿，我是可以教你啦，但是这可不是随便就能学会的。
INN_CLEO_CONVERSATION03,为什么大家都叫我巫婆啊？我不喜欢被这样称呼，人家是大魔法师啦！
INN_CLEO_GIFT01,嘿，你这个人，我挺喜欢的！
INN_ROI_INNIDLE01,…….
INN_ROI_GREETING01,发生什么事？
INN_ROI_CONVERSATION01,如果你不过问我的过去，我会很感谢你的。
INN_ROI_CONVERSATION02,真是久违的平和呀！现在只求克丽欧不要闯祸就好了。
INN_ROI_CONVERSATION03,不要再把我跟克丽欧配成一对啦，我是因为需要她，才勉强跟她在一起的。
INN_ROI_GIFT01,我…不知道有没有资格收下这个。
INN_GAU_INNIDLE01,你找野蛮人有什么事？
INN_GAU_GREETING01,很高兴见到你，下次有机会一起去打猎吧！
INN_GAU_CONVERSATION01,我看起来很强？哈！真是害羞。
INN_GAU_CONVERSATION02,你竟然和美丽的姑娘们一起，真羡慕！
INN_GAU_CONVERSATION03,我确实是有点强啦。
INN_GAU_GIFT01,啊，还特地送我这个啊？
INN_PHILLOP_INNIDLE01,人类的酒量能拚得过矮人吗？
INN_PHILLOP_GREETING01,呵呵呵，看到你们就让我想起以前的事情。
INN_PHILLOP_CONVERSATION01,矮人之王根本就不算什么，常要处理麻烦的事情。
INN_PHILLOP_CONVERSATION02,这种床的尺寸根本就不适合我，但目前还不是离开的时候。
INN_PHILLOP_CONVERSATION03,相较于矮人，人类根本就不懂得开怀大笑的方法。
INN_PHILLOP_GIFT01,这是在纪念我们的相遇吗？呵呵呵，我会好好珍惜的。
INN_LAKRAK_INNIDLE01,没有愚蠢的臭哥布尔！真是不错的地方。
INN_LAKRAK_GREETING01,啊！你的武器帅呆了！
INN_LAKRAK_CONVERSATION01,你和哥布尔打架？赢了？！呵呵呵，太棒了！
INN_LAKRAK_CONVERSATION02,啊，吓我一跳！你要帮我做实验？！好！现在立刻进行吧！
INN_LAKRAK_CONVERSATION03,火枪帅呆了！？看来你还蛮懂的嘛！
INN_LAKRAK_GIFT01,这是改造强力武器的投资！好！我帮你装满火药！
INN_KAULAH_INNIDLE01,需要兽人萨满的协助吗？
INN_KAULAH_GREETING01,您好，我是天风族酋长卡尔洛。
INN_KAULAH_CONVERSATION01,在这里待了几天后发现，人类的物质文明还真是了不起。
INN_KAULAH_CONVERSATION02,真是怀念山顶的风，明天去爬一下附近的山也好。
INN_KAULAH_CONVERSATION03,我是因为有事才会暂时住在这间旅馆，大概是认床的关系，一直没有出现预知梦呢。
INN_KAULAH_GIFT01,你的好意我会铭记在心。
INN_EPIS_INNIDLE01,嗯嗯哼～嗯嗯哼～（哼歌）
INN_EPIS_GREETING01,今天有空吗？
INN_EPIS_CONVERSATION01,呵呵，脸变红了，真是可爱。
INN_EPIS_CONVERSATION02,你在看哪里？呵呵，放心吧，我不会跟别人说的唷。
INN_EPIS_CONVERSATION03,干嘛～？你想和我玩一场刺激的游戏吗？是这样吗？
INN_EPIS_GIFT01,天啊，这个要给我？呵呵，那我要给你什么奖励呢？
INN_SELENE_INNIDLE01,噢噢，看来人类都会聚集在这种地方睡觉。
INN_SELENE_GREETING01,你过得好吗？希望今天也会有温暖的阳光。
INN_SELENE_CONVERSATION01,为何要一直盯着我看呢？
INN_SELENE_CONVERSATION02,我随时都欢迎有礼貌的人。
INN_SELENE_CONVERSATION03,好，听听看你要说什么故事吧？！
INN_SELENE_GIFT01,真是美丽的礼物，我会好好珍惜。
INN_MARIA_INNIDLE01,干嘛？小鬼？
INN_MARIA_GREETING01,不要随便向魔王军打招呼，小鬼头。
INN_MARIA_CONVERSATION01,放心吧，我是来过夜的，我的房间在楼上，要一起上去吗？呵呵。
INN_MARIA_CONVERSATION02,仔细一看你是我喜欢的类型？真想撕裂你的肉体…
INN_MARIA_CONVERSATION03,我超想看的。就是你求我饶了你的样子....
INN_MARIA_GIFT01,果然是小鬼会送的礼物。
INN_MIRURU_INNIDLE01,要不要合伙呢？只要找到宝物，我就分一成给你。
INN_MIRURU_GREETING01,我也很高兴见到你～！
INN_MIRURU_CONVERSATION01,只要有你陪伴着我，就算是被诅咒我也不会害怕。
INN_MIRURU_CONVERSATION02,大海在呼唤我们～！
INN_MIRURU_CONVERSATION03,总有一天我一定会恢复原来的样子！
INN_MIRURU_GIFT01,是黄金！黄金～
INN_LORRAINE_INNIDLE01,不要害怕，你们一定能变得更强。
INN_LORRAINE_GREETING01,艾莉朵拉的精灵族－罗兰，向各位表达敬意。
INN_LORRAINE_CONVERSATION01,多亏有你们，我才能这么愉快。
INN_LORRAINE_CONVERSATION02,希望大自然的祝福能一直陪伴着你们。
INN_LORRAINE_CONVERSATION03,人类是了不起的生物。不过，缺点是如果不幸被欲望支配就会无法自拔。
