KEY,ChineseTraditional
GETHERO_DESC_23,操控魔王軍熔岩的惡魔騎士。讓敵人承受無止盡的苦痛，利用如同花崗岩般的堅強體魄承受攻擊後擊倒敵人。
GETHERO_DESC_24,自由奔放但信仰虔誠的露亞教團牧師。一邊使用能讓我軍回復且攻擊敵人的神聖爆發，同時保護我軍。
GETHERO_DESC_25,過去曾和魔王軍戰鬥，但後來變成不死族的少女。拖著自己沉睡的棺材行動，對敵人留下死亡標誌，藉此回復自己。
GETHERO_DESC_26,奧勒貝利亞的貴族千金。賢者之塔首屈一指的天才，獲得「紫色」的稱號。利用華麗的陽傘發射強大魔力砲穿破敵人。
GETHERO_DESC_27,我是奧勒貝利亞皇家大書庫的書記官，\n使用紋樣治癒我軍，清除對敵人有益的魔法。
GETHERO_DESC_28,皇帝的直屬菁英護衛騎士團的副騎士團長。\n他施展的迅捷劍術連魔法都能切穿，\n可優先擊倒強悍的敵人。
GETHERO_DESC_29,攜帶和自己身體一樣巨大的彈弓的謎樣孩子。巨大彈弓發射的子彈會隨著距離越遠越強。
GETHERO_DESC_30,守護埃伊納沙漠綠洲的水之聖女。她是已經生存漫長歲月的慈祥水龍，她操控的水之力具備強大的治癒力量。
GETHERO_DESC_31,為了處決在地上引起混亂的魔族而降臨的高階天堂神族。在空中使用光之箭消滅敵人。
GETHERO_DESC_32,100年前和英雄共同對抗魔族的吸血鬼公主。雖然是不死之身，但目前在慢慢回復過去戰爭時消耗的力量，操控鮮血與其隨從的力量攻擊敵人。
GETHERO_DESC_33,異色瞳的神秘空間術師。撕裂空間召喚的無數支劍攻擊敵人。
GETHERO_DESC_34,夢想一般人也能使用魔法的天才魔導工學者。操控親手製作的魔導生命體攻擊敵人。
GETHERO_DESC_35,也被稱為銀色狂曲。是個對任何事都漫不經心的男子，也毫無責任感可言。開始戰鬥後就會化身為任何人不敢侵犯的銀狼馳騁戰場。
GETHERO_DESC_36,長期守護人類世界不被魔族威脅的勇猛英雄，利用蘊含女神祝福的柱子殲滅敵人。
GETHERO_DESC_37,獰笑面具團最頂尖的刺客，和羅伊同一時期加入組織。在組織中扮演「清道夫」的角色，專門負責處理叛徒。利用任何人都察覺不到的技巧奇襲消滅敵人。
GETHERO_DESC_38,高階魔族與人類的混血，詛咒自己的存在。使用流著強大魔族之血的右手撕裂敵人。
GETHERO_DESC_39,金磚的女主人，性感且深具魅力，給人蛇蠍美人的印象。總是以嫵媚的姿態鼓舞著同伴。
GETHERO_DESC_40,現在已消失的克萊兒公國首席騎士，為了尋找消失的主人珍而在世界各地流浪。若是眼前出現魔族，他那充滿可怕力量的雙長矛會毫不留情地發動攻擊。
GETHERO_DESC_41,牧師不足的那段時期，他繼承了能治療他人的醫療術。巨大的注射器中發射注射藥能治癒或增強友軍，或者削弱敵人。
GETHERO_DESC_42,受靈物赤毧族的詛咒，外觀變成和赤毧族一樣的鐘錶匠。透過蘊含魔法的鐘錶攻擊敵人使其麻痺，或者也能讓友軍的動作變得迅速。
GETHERO_DESC_43,魔族異端份子，她是一個目標為吞噬強悍魔族藉此增強力量的真正惡魔。為了吞噬來到物慾世界的強悍魔族，於是便穿越了次元裂縫來到人間。她背後的刺是為了攻擊敵人而存在。
GETHERO_DESC_44,原本是奧勒貝利亞軍官的她後來變成賢者之塔稱為天才的達芙尼爾‧波恩家族獨生女愛紗的專屬僕人，使用巨大的長戟迅速粉碎敵人。
GETHERO_DESC_45,專門狩獵欺負弱小的怪物，是在大陸各個地方旅行的野蠻人女戰士。她是一個能獨自對付薩爾達瘋龍的屠龍者，使用連城門都能射穿的大型箭矢擊潰敵陣。
GETHERO_DESC_46,擁有上古王室血統的後裔。流著神聖之血的人物，為了守護沙漠挺身而出的孤傲青年。他的弓箭所呼喚的沙塵暴將會埋葬所有敵人。
GETHERO_DESC_47,浪跡大陸，替各方名人製作衣服的頂尖裁縫師，她會感知當事人的命運並隨之移動針線。星星在她的針上飛舞，光芒在她的線上躍動。
GETHERO_DESC_48,樂器工坊艾瑟崙達的工匠兼老闆。私底下以反抗軍的身份活動，主要負責聯絡所以需要到處走動。她親手製作的特殊樂器會發出超音波，能夠激勵友軍或擾亂敵軍。
GETHERO_DESC_49,在大陸各個地方漂泊的表演團體「星塵」專屬的占星術師，是魔女協會的一份子，沒有和其他人一樣進行巡禮，為了尋找夢中的真命天子而踏上旅程。操控自己周圍的塔羅牌攻擊遠距離的敵人。
GETHERO_DESC_50,在大陸各個地方漂泊且販售毒物的行腳商。她會使用添加各種毒的風槍削弱敵人。
GETHERO_DESC_51,身為正義的天空騎士，也是消滅邪惡的劍及守護弱者的盾牌。為了擊退毀壞物質世界的魔族們，降臨到了這片大地。她美麗的劍及盾牌發散出光芒，保護著同伴並消滅敵人。
GETHERO_DESC_52,曾任帝國海軍長官，現在則是做著賞金獵人及終結者的工作。不太信任人而且憤世忌俗。他的槍根據不同的用途可以分為三種類型。
GETHERO_DESC_53,身上蘊含三千萬種詛咒的高階魔族。\n只對經歷苦痛與苦思後也不願意屈服且展現強烈意志的人類感興趣，\n利用墮落之弓與箭矢攻擊敵人，施下詛咒折磨對手。
GETHERO_DESC_54,眾多無辜死亡的智慧生命體靈魂被禁錮後創造出來的幽靈，雖然是冤枉和怨恨的集合體，卻不失單純的一面，會利用幽靈的力量，慢慢吸走敵人的精氣。
GETHERO_DESC_55,狩獵非人類的超自然生物的家族－「雪朵希爾特」的第101位繼承人，繼同伴慘死在變成吸血鬼的妹妹手下後，為了幫同伴報仇，同時為了盡身為吸血鬼獵人的義務，為了處決最愛的妹妹而一路尾隨來到了奧勒貝利亞。
GETHERO_DESC_56,和賽莉亞是姊妹，在過去也曾經是吸血鬼獵人的一員，\n醉心於力量的她最終殺害了分部的所有同僚，選擇成為了一名吸血鬼，\n不僅如此，她還殺害了當時咬自己，讓自己成為吸血鬼的高層吸血鬼，進而取得他的力量。最後她拋下了唯一的生存者，也就是自己的姐姐－賽莉亞後，移居至奧勒貝利亞。
GETHERO_DESC_57,剛脫離幼龍的藍龍少女，同時也是水之聖女萊雅絲的妹妹。\n雖然還是不成熟的年幼龍，但若是小看那股力量，下場可能會很慘。利用無止盡的水之力壓制對手。
GETHERO_DESC_58,埃伊納沙漠流浪民族的舞姬。她的舞蹈能讓對方的心融化，她鋒利的刀會在神不知鬼不覺的狀態下奪走敵人的性命。
GETHERO_DESC_59,露亞教的大祭司，同時也是芙萊兒的師兄。具備能讓露亞的祝福降臨的堅定信仰，只要被他施予祝福的物品都會蘊藏光的力量，在面對惡魔時不失為一項有用的利器。
GETHERO_DESC_60,使用帝國最先進魔導工學武器的魔法騎士團－維爾吉亞騎士團的團長。在她的指揮下，部隊以立於不敗之地為榮，其中特別擅長殲滅戰。她是一名強大的騎士，能利用各種屬性的光芒折磨敵人。
GETHERO_DESC_61,操控黑暗閃電的黑龍後裔。\n由於厭惡魔族，特別是惡龍，所以四處討伐他們。\n使用蘊含黑暗雷電的衝擊錐突破敵人的防禦。
GETHERO_DESC_62,深愛百姓的奧勒貝利亞的公主。是一位保護弱者，為了正義揮劍的真正騎士。使用讓對手的魔力失效的巨劍將敵人劈成兩半。
GETHERO_DESC_63,並不隸屬賢者之塔，因出眾的魔法實力而深受肯定的天才。獲得「藍色」稱號的她實際上是仿造人類創造出來的人工生命體，她的水晶球中發射的電擊會讓目標連灰燼都不剩。
GETHERO_DESC_64,100年前和魔族交戰時，從未被攻破的鐵壁王國－潘特歐尼亞的公主，她的手杖會綻放出正義之光殲滅敵人。
GETHERO_DESC_65,獲得「藍色」稱號的大法師索妮亞的助手兼僕人。只會為了自己的好友兼雇主，情同姊妹的那個人而行動，利用鷹眼與卓越的分析力掌握敵人的弱點，然後投擲匕首攻擊。
GETHERO_DESC_66,以神秘的旋律治療人們的神祕少女，以美麗的嗓音及高貴的魔法豎琴音色治療人們。
GETHERO_DESC_67,被遺忘的古代文明的工程法師研發的人形機器魔像。\n她的身體是古代技術的結晶，也是魔導工學的巔峰。\n是一個能利用強烈的密集火力殲滅敵人的強大兵器。
GETHERO_DESC_68,率領偏遠南部叢林野蠻族的年幼族長。繼承了祖先的魔獸之血與石化魔眼，會在束縛敵人後進行亂刀攻擊了結敵人。
GETHERO_DESC_69,地下賭界最危險的人物。具有看穿人心的神祕洞察力。被他擲出的骰子迷惑的瞬間，等同落敗。
GETHERO_DESC_70,極富正義感的少女，總想成為別人的支柱。對於折磨人類的魔族她絕不饒恕，用她穿著的魔導長靴粉碎敵人已綽綽有餘。
GETHERO_DESC_71,英雄概念設計比賽當選作品[87CEFA]Mochi00(JPN)[-]\n帶著稀有的魔力誕生的獸人族少女。\n年幼時就被魔王軍抓住，強制進行了把身體變為水晶的實驗。\n獲得力量後脫逃的她，利用構成身體的赤色水晶來與敵交戰。
GETHERO_DESC_73,失去過往記憶的實驗體，開始戰鬥後就會爆發強大力量的狂戰士，\n他同時也是會毫不猶豫地破壞阻擋自己的一切的強大戰鬥兵器。
GETHERO_DESC_75,是帝國所佔領的艾雷塔納湖附近的原住民蜥蜴人的賢者。為了找回被武力鎮壓的故鄉，8年前參與了反抗軍的成立。會利用部落的傳統魔法讓敵人陷入混沌。
GETHERO_DESC_78,沉默的騎士、閃耀著黑色光芒的劍士、震動山脈的劍。他是活躍於帝國領地，擁有許多稱號、傳說中的傭兵。他那巨大的劍可吸收世界上的所有力量並進行單純的破壞。
GETHERO_DESC_87,帝國平民出身的女騎士。憑藉實力登上首都防衛騎士團副團長的位置，是無數平民嚮往的對象。發誓要成為守護帝國市民的堅強盾牌，是比任何人都要忠誠的騎士。
GETHERO_DESC_90,在奧勒貝爾王城經營綜合商店的少女。充滿活力且開朗的模樣相當惹人疼愛，有人會不喜歡這樣的她嗎？會從自己的籃子裡取出各種物品協助友軍。
GETHERO_DESC_91,稱霸首都奧勒貝爾競技場的男人。大家都害怕站在競技場頂端的他，且稱他為競技場猛獸。他的拳法能在瞬間粉碎對手。
GETHERO_DESC_92,出身賢者之塔，重新奠定符石魔法公式的天才。目前不僅是奧勒貝爾的財務官，也擔任著所有公會的總負責人。她出色的分析能力及符石魔法能束縛住敵人。
GETHERO_DESC_93,把守奧勒貝爾王室的守衛者。若沒有經過許可，誰也別想突破他的防守。他的長槍中湧出強大的力量可以使敵人屈服。
GETHERO_DESC_94,身為奧勒貝爾最傑出的廚師之一，不管是高級美食還是平民小吃，沒有她不會做的料理。她做的料理既可以治癒身體又能提昇勇氣。
GETHERO_DESC_95,在囚禁最凶猛怪物的奧勒貝爾的地下監牢中獨自擔任監獄長的粗魯女戰士。擁有僅次於競技場猛獸格拉帝的實力，是怪物們恐懼的對象。她的強力鐵球能粉碎敵人的骨頭與撕裂敵人的肉，讓目標變得血肉模糊。
GETHERO_DESC_96,守護著位於艾莉朵拉王國的挑戰之塔的精靈公主。對於古代的神器，還有那其中潛藏的力量比任何人都要熟悉。
GETHERO_DESC_97,在公會聯合軍的指揮中心中培養聯合軍的最年輕的教官，也是改造武器和策劃戰略的奇才。會使用親手製作的槍械來掃蕩敵人。
GETHERO_DESC_98,上古塞奇雷奈爾王國的偉大新王。將自己的靈魂和沙漠牽連在一起，只要沙漠存在就能永遠不滅。經由念力可自由自在地操縱象徵新王權威的環刃來進行攻擊。
INN_KASEL_INNIDLE01,雖然休息一下是需要的…但是這樣真的好嗎？
INN_KASEL_GREETING01,好久不見啊！近來過得好嗎？
INN_KASEL_CONVERSATION01,希望世界可以恢復和平。
INN_KASEL_CONVERSATION02,這把劍真重啊。
INN_KASEL_CONVERSATION03,我不相信命運。
INN_KASEL_GIFT01,謝謝你結束了這場戰鬥，真是幫了個大忙呢！
INN_FREY_INNIDLE01,與光同行的露亞女神啊！請您ㄧ定要保佑我們可以變得更加堅強茁壯！
INN_FREY_GREETING01,露亞女神的祝福永遠與我們同在。
INN_FREY_CONVERSATION01,你問我跟凱瑟是什麼關係嗎？呵呵，他就像家人一樣，我就像他的守護者呀。我就像他的守護者呀。
INN_FREY_CONVERSATION02,不知道艾莉絲她過得好不好…自從離開教堂後就沒再看過她了呢。
INN_FREY_CONVERSATION03,呵呵，你不覺得羅伊與克麗歐很般配嗎？
INN_FREY_GIFT01,哇！謝謝你！
INN_CLEO_INNIDLE01,啊～真無聊！要是有魔法道具的話就好了。
INN_CLEO_GREETING01,嗨，我的名字叫做克麗歐。是一個大魔法師。
INN_CLEO_CONVERSATION01,想吃烤肉嗎？要不要我烤給你吃呀？
INN_CLEO_CONVERSATION02,你想了解火焰魔法嗎？嘿嘿，我是可以教你啦，但是這可不是隨便就能學會的。
INN_CLEO_CONVERSATION03,為什麼大家都叫我巫婆啊？我不喜歡被這樣稱呼，人家是大魔法師啦！
INN_CLEO_GIFT01,嘿，你這個人，我挺喜歡的！
INN_ROI_INNIDLE01,…….
INN_ROI_GREETING01,發生什麼事？
INN_ROI_CONVERSATION01,如果你不過問我的過去，我會很感謝你的。
INN_ROI_CONVERSATION02,真是久違的平和呀！現在只求克麗歐不要闖禍就好了。
INN_ROI_CONVERSATION03,不要再把我跟克麗歐配成一對啦，我是因為需要她，才勉強跟她在一起的。
INN_ROI_GIFT01,我…不知道有沒有資格收下這個。
INN_GAU_INNIDLE01,你找野蠻人族有什麼事？
INN_GAU_GREETING01,很高興見到你，下次有機會一起去打獵吧！
INN_GAU_CONVERSATION01,我看起來很強？哈！真是害羞。
INN_GAU_CONVERSATION02,你竟然和美麗的姑娘們一起，真羨慕！
INN_GAU_CONVERSATION03,我確實是有點強啦。
INN_GAU_GIFT01,啊，還特地送我這個啊？
INN_PHILLOP_INNIDLE01,人類的酒量能拚得過矮人嗎？
INN_PHILLOP_GREETING01,呵呵呵，看到你們就讓我想起以前的事情。
INN_PHILLOP_CONVERSATION01,矮人之王根本就不算什麼，常要處理麻煩的事情。
INN_PHILLOP_CONVERSATION02,這種床的尺寸根本就不適合我，但目前還不是離開的時候。
INN_PHILLOP_CONVERSATION03,相較於矮人，人類根本就不懂得開懷大笑的方法。
INN_PHILLOP_GIFT01,這是在紀念我們的相遇嗎？呵呵呵，我會好好珍惜的。
INN_LAKRAK_INNIDLE01,沒有愚蠢的臭哥布林！真是不錯的地方。
INN_LAKRAK_GREETING01,啊！你的武器帥呆了！
INN_LAKRAK_CONVERSATION01,你說你跟哥布林打架了？贏了嗎？！呵呵呵，太棒了！
INN_LAKRAK_CONVERSATION02,啊，嚇我一跳！你要幫我做實驗？！好！現在立刻進行吧！
INN_LAKRAK_CONVERSATION03,火槍帥呆了！？看來你還蠻懂的嘛！
INN_LAKRAK_GIFT01,這是改造強力武器的投資！好！我幫你裝滿火藥！
INN_KAULAH_INNIDLE01,需要獸人薩滿的協助嗎？
INN_KAULAH_GREETING01,您好，我是天風族酋長卡爾洛。
INN_KAULAH_CONVERSATION01,在這裡待了幾天後發現，人類的物質文明還真是了不起。
INN_KAULAH_CONVERSATION02,真是懷念山頂的風，明天去爬一下附近的山也好。
INN_KAULAH_CONVERSATION03,我是因為有事才會暫時住在這間旅館，大概是認床的關係，一直沒有出現預知夢呢。
INN_KAULAH_GIFT01,你的好意我會銘記在心。
INN_EPIS_INNIDLE01,嗯嗯哼～嗯嗯哼～（哼歌）
INN_EPIS_GREETING01,今天有空嗎？
INN_EPIS_CONVERSATION01,呵呵，臉變紅了，真是可愛。
INN_EPIS_CONVERSATION02,你在看哪裡？呵呵，放心吧，我不會跟別人說的唷。
INN_EPIS_CONVERSATION03,幹嘛～？你想和我玩一場刺激的遊戲嗎？是這樣嗎？
INN_EPIS_GIFT01,天啊，這個要給我？呵呵，那我要給你什麼獎勵呢？
INN_SELENE_INNIDLE01,噢噢，看來人類都會聚集在這種地方睡覺。
INN_SELENE_GREETING01,你過得好嗎？希望今天也會有溫暖的陽光。
INN_SELENE_CONVERSATION01,為何要一直盯著我看呢？
INN_SELENE_CONVERSATION02,我隨時都歡迎有禮貌的人。
INN_SELENE_CONVERSATION03,好，聽聽看你要說什麼故事吧？！
INN_SELENE_GIFT01,真是美麗的禮物，我會好好珍惜。
INN_MARIA_INNIDLE01,幹嘛？小鬼？
INN_MARIA_GREETING01,不要隨便向魔王軍打招呼，小鬼頭。
INN_MARIA_CONVERSATION01,放心吧，我是來過夜的，我的房間在樓上，要一起上去嗎？呵呵。
INN_MARIA_CONVERSATION02,仔細一看你好像是我喜歡的類型呢，真想撕裂你的肉體…
INN_MARIA_CONVERSATION03,有個畫面我很想親眼見識，就是你求我饒了你的樣子。
INN_MARIA_GIFT01,果然是小鬼會送的禮物。
INN_MIRURU_INNIDLE01,要不要合夥呢？只要找到寶物，我就分一成給你。
INN_MIRURU_GREETING01,我也很高興見到你～！
INN_MIRURU_CONVERSATION01,只要有你陪伴著我，就算是被詛咒我也不會害怕。
INN_MIRURU_CONVERSATION02,大海在呼喚我們～！
INN_MIRURU_CONVERSATION03,總有一天我一定會恢復原來的樣子！
INN_MIRURU_GIFT01,是黃金！黃金～
INN_LORRAINE_INNIDLE01,不要害怕，你們一定能變得更強。
INN_LORRAINE_GREETING01,艾莉朵拉的精靈族－羅蘭，向各位表達敬意。
INN_LORRAINE_CONVERSATION01,多虧有你們，我才能這麼愉快。
INN_LORRAINE_CONVERSATION02,希望大自然的祝福能一直陪伴著你們。
INN_LORRAINE_CONVERSATION03,人類是了不起的生物。不過，缺點是如果不幸被慾望支配就會無法自拔。
